1385848862455300,0,0,-68,-83,-84
1385848864135505,0,0,-70,-84,-85
1385848864447730,0,0,-70,-82,-87
1385848868465665,0,0,-76,-82,-83
1385848872009156,0,0,-71,-81,-87
1385848872478611,0,0,-71,-82,-84
1385848874167003,0,0,-74,-81,-82
1385848874168293,0,0,-78,-80,-85
1385848874489845,0,0,-78,-79,-83
1385848874529125,0,0,-75,-79,-81
1385848881189395,1,0,-66,-83,-83
1385848891224499,1,0,-71,-82,-86
1385848894232869,1,0,-69,-82,-82
1385848897743455,1,0,-68,-80,-80
1385848901256355,1,0,-70,-81,-81
1385848902258108,1,0,-68,-79,-79
1385848902603790,1,0,-68,-80,-79
1385848908274678,1,0,-68,-77,-77
1385848909276711,1,0,-71,-79,-77
1385848911285093,1,0,-71,-80,-77
1385848928340086,2,0,-65,-81,-78
1385848931351645,2,0,-71,-81,-80
1385848931853365,2,0,-76,-82,-81
1385848932355289,2,0,-71,-81,-80
1385848935863890,2,0,-65,-80,-79
1385848936757452,2,0,-63,-79,-80
1385848936865875,2,0,-63,-78,-81
1385848936866297,2,0,-62,-77,-81
1385848936866540,2,0,-63,-78,-81
1385848936868726,2,0,-64,-79,-80
1385848942395768,3,0,-63,-83,-83
1385848947921153,3,0,-63,-81,-81
1385848947922233,3,0,-63,-82,-80
1385848948309897,3,0,-63,-81,-80
1385848951442089,3,0,-59,-79,-75
1385848951443778,3,0,-59,-79,-75
1385848951443969,3,0,-60,-80,-76
1385848951826981,3,0,-58,-73,-73
1385848951949078,3,0,-58,-74,-73
1385848951949357,3,0,-58,-75,-74
1385849009252175,4,0,-59,-81,-81
1385849009252804,4,0,-60,-81,-81
1385849009561780,4,0,-60,-80,-81
1385849009755061,4,0,-59,-81,-82
1385849009757133,4,0,-59,-80,-82
1385849009758849,4,0,-59,-81,-82
1385849010065857,4,0,-57,-80,-82
1385849010261544,4,0,-57,-82,-83
1385849010265838,4,0,-57,-82,-83
1385849010266227,4,0,-57,-84,-82
1385849014780888,5,0,-55,-86,-81
1385849015119772,5,0,-53,-80,-82
1385849015120088,5,0,-53,-80,-82
1385849015284116,5,0,-53,-80,-84
1385849015287439,5,0,-53,-78,-82
1385849015621967,5,0,-53,-78,-82
1385849015622378,5,0,-53,-78,-82
1385849015623261,5,0,-53,-78,-81
1385849015786074,5,0,-53,-78,-80
1385849015790785,5,0,-54,-78,-81
1385849021607744,6,0,-54,-80,-81
1385849021608629,6,0,-54,-81,-81
1385849021643419,6,0,-54,-81,-82
1385849021643715,6,0,-54,-80,-81
1385849021817131,6,0,-53,-80,-81
1385849022105821,6,0,-53,-80,-81
1385849022144519,6,0,-53,-81,-82
1385849022144867,6,0,-53,-80,-82
1385849022145027,6,0,-53,-81,-82
1385849022321225,6,0,-54,-80,-83
1385849026659398,7,0,-53,-84,-80
1385849026659762,7,0,-54,-85,-80
1385849027160532,7,0,-51,-81,-77
1385849027854784,7,0,-53,-83,-80
1385849030364379,7,0,-51,-79,-78
1385849030866969,7,0,-51,-80,-80
1385849031372930,7,0,-50,-79,-82
1385849032380155,7,0,-52,-78,-77
1385849032880836,7,0,-52,-79,-77
1385849032881263,7,0,-52,-78,-77
1385849037405660,8,0,-51,-80,-80
1385849038409511,8,0,-53,-79,-78
1385849040202583,8,0,-50,-81,-82
1385849041424872,8,0,-53,-80,-73
1385849041707656,8,0,-54,-80,-74
1385849049467734,8,0,-52,-79,-80
1385849049732248,8,0,-52,-79,-80
1385849049732962,8,0,-52,-79,-80
1385849049972276,8,0,-52,-80,-80
1385849050233026,8,0,-53,-81,-79
1385849054500538,9,0,-49,-82,-80
1385849055000894,9,0,-48,-81,-80
1385849055246378,9,0,-50,-81,-78
1385849055502294,9,0,-53,-81,-82
1385849057012710,9,0,-52,-83,-81
1385849057257137,9,0,-53,-82,-82
1385849065292962,9,0,-51,-82,-80
1385849068807790,9,0,-48,-79,-75
1385849069077765,9,0,-48,-80,-75
1385849071592476,9,0,-50,-80,-75
1385849077623789,10,0,-49,-79,-80
1385849078125910,10,0,-49,-79,-80
1385849078369238,10,0,-50,-79,-80
1385849078629908,10,0,-52,-79,-78
1385849079329482,10,0,-52,-78,-77
1385849079336761,10,0,-53,-78,-77
1385849079638253,10,0,-54,-78,-77
1385849079830728,10,0,-53,-78,-76
1385849080138253,10,0,-52,-78,-77
1385849080640160,10,0,-51,-78,-77
1385849088178193,11,0,-57,-79,-78
1385849088361190,11,0,-60,-79,-78
1385849088680984,11,0,-58,-80,-79
1385849088682755,11,0,-58,-79,-79
1385849089863102,11,0,-68,-82,-81
1385849089866093,11,0,-69,-80,-80
1385849090869442,11,0,-59,-79,-74
1385849091368744,11,0,-59,-79,-74
1385849091369979,11,0,-59,-79,-74
1385849091370588,11,0,-59,-79,-74
1385849097395800,12,0,-58,-78,-78
1385849098891566,12,0,-59,-77,-79
1385849098901289,12,0,-58,-78,-78
1385849099397739,12,0,-57,-78,-79
